,hydrophobic_sasa,salt_bridges,packing_density,contact_order,ddG
188,10.51867,15,10.563106796116505,0.038412832418742084,1.213888888888889
189,16.075268,10,10.53763440860215,0.19325321526460046,-1.975
190,21.589937,76,10.200573065902578,0.04086431287467236,-5.886000000000001
191,9.393037,7,10.790697674418604,0.0722078667815102,0.4813333333333333
192,31.059248,15,8.598540145985401,0.11904481594851267,2.4083333333333337
193,61.884727,130,10.067934782608695,0.04188967311341877,3.1
194,17.162165,38,9.581699346405228,0.03139257161653867,0.4834693877551021
195,38.009712,90,9.995926680244398,0.03263378494052362,-0.3125000000000001
196,15.555543,17,8.531468531468532,0.0712765495374191,0.9700000000000001
197,14.803092,12,9.008130081300813,0.06412909583641291,-0.24666666666666667
198,8.243979,15,8.795454545454545,0.11896745230078563,1.441851851851852
199,19.257517,20,9.061224489795919,0.07231461286804798,0.6
200,9.042288,9,8.771929824561404,0.1542029534267323,-0.2647058823529412
201,12.493931,18,9.096153846153847,0.09904918501572778,1.55
202,47.18332,82,9.969040247678018,0.026764481536321626,2.7
203,22.320372,48,10.062992125984252,0.04586282259464649,-0.70375
204,42.51104,50,9.56060606060606,0.044339733347776245,3.13913043478261
205,7.893721,8,8.956521739130435,0.0754014884449667,1.5838709677419356
206,16.84406,15,8.779661016949152,0.09488089784699955,1.385872576177303
207,19.89677,16,8.272727272727273,0.08515881708652792,0.2507692307692308
208,15.453067,25,8.948453608247423,0.1525360824742268,1.5329896907216716
209,33.541958,30,8.786163522012579,0.06944875128211245,1.078925925925926
210,28.309128,16,8.297029702970297,0.02773963527739635,-0.7090000000000629
211,35.842175,53,8.782857142857143,0.044049058559336676,-1.3140909090909079
212,128.1252,171,10.2243947858473,0.010696267378639325,-0.5433333333333333
213,9.889269,24,8.875,0.041807432432432436,0.7249999999999993
214,77.12701,158,9.508607198748043,0.00616762850734504,0.938394160583941
215,13.894835,26,9.03225806451613,0.08923910366904703,0.6583333333333349
216,57.578987,85,9.318339100346021,0.02633891139270404,0.9966666666666666
217,27.327526,24,8.631067961165048,0.03676010021922956,1.1575
218,14.921487,65,9.661971830985916,0.06804392244942523,1.008823529411765
219,15.100414,3,9.575757575757576,0.18751094762655457,0.23200000000000004
220,6.81086,19,9.203703703703704,0.03561253561253561,0.7
221,24.568083,37,8.767241379310345,0.04690019243771779,0.9258823529411766
222,35.060173,14,6.340909090909091,0.0420630067491054,1.5333333333333332
223,22.843578,23,10.91005291005291,0.061617759034733204,-3.307692307692307
224,14.300875,22,9.012987012987013,0.030860228880030857,0.6346153846153846
225,6.838395,10,8.452830188679245,0.12114405510631926,0.6
226,17.040665,29,9.0,0.025333543026395112,1.447447280799114
227,14.596416,3,9.085106382978724,0.10643926601373409,1.5681308411214951
228,158.65518,433,9.470252648736757,0.009135821840522532,0.04533333333333275
229,14.747805,20,3.4153846153846152,0.14775036284470247,1.276645161290368
230,7.656409,4,9.857142857142858,0.13405797101449274,0.5620945319740495
231,14.63348,33,9.48091603053435,0.09647884216564444,0.26844444444444443
232,22.680723,39,9.339449541284404,0.05378679664835732,1.81875
233,30.584726,16,8.192513368983958,0.03491797335266927,0.9966666666666666
234,20.986568,33,10.019867549668874,0.04426897605705553,0.7999999999999999
235,16.553997,31,8.994818652849741,0.05259556163847883,1.4883495145631067
